q_nm_inv,geant4_sum,metal_sum,bin_z
1.0566406458708306,523.8112254919251,499.66036016575526,-0.887823640298051
1.1699219097847178,606.0377797931433,612.5687790960073,0.22002730627810874
1.2832031736986047,712.8179004695266,682.6582989655435,-0.9545308310692965
1.3964844376124919,728.1501759141684,808.8624329939485,2.4284243185094523
1.509765701526379,848.6011847835034,850.9570368053392,0.06743645815115099
1.623046965440266,873.5404347255826,881.6323702186346,0.2292687470285964
1.7363282293541529,921.449959486723,899.6630947273225,-0.6037720995400178
1.84960949326804,971.5706101139076,953.458014192991,-0.48835502983423645
1.9628907571819272,1009.518635764718,1022.3976401276886,0.33603083910184356
2.076172021095814,1041.1151998322457,1091.3208667561412,1.2768425244477677
2.189453285009701,1073.7574048181996,1057.3894872530364,-0.41867492670926776
2.3027345489235884,1133.3482919381931,1116.4557918850332,-0.4193858141031444
2.4160158128374754,1136.0074190422893,1173.3420623447746,0.9194570665133508
2.5292970767513623,1193.7152666077018,1235.0461176298559,0.9903884739353552
2.642578340665249,1266.6374906580895,1238.4668550803326,-0.6612012569935696
2.7558596045791366,1234.9371944358572,1263.274387284182,0.6650959721749673
2.8691408684930235,1233.6016133129597,1293.3211792651564,1.3969578463381416
2.9824221324069105,1208.4553788229823,1298.1121776625514,2.1157214119339005
3.0957033963207974,1337.5118890134618,1292.8896744763479,-1.0228117541521984
3.2089846602346848,1372.1817445345223,1353.9302754700184,-0.4116428254136638
3.3222659241485717,1343.442582294345,1344.998896567151,0.03548602475682133
3.4355471880624586,1374.6495439307764,1368.4578445591033,-0.13904615767855824
3.5488284519763456,1367.0203892078716,1433.9351946276147,1.4820437018581267
3.662109715890233,1423.1004882799461,1403.3604575879872,-0.43729589731490265
3.77539097980412,1468.5836616214365,1438.211812902242,-0.6630651004140263
3.888672243718007,1466.0309797236696,1434.0815822575241,-0.6988418126200792
4.001953507631894,1483.9805467566475,1417.804252303671,-1.4529000964557355
4.115234771545781,1462.2647107953671,1464.7673236344126,0.054706938304407364
4.228516035459668,1502.9100635768846,1422.9103893171996,-1.747381602926756
4.341797299373555,1492.654732962139,1488.6808361932635,-0.08559210281450809
4.455078563287443,1544.064240174368,1537.4290344268084,-0.14085671067104746
4.56835982720133,1515.7034161607735,1569.802019026596,1.1571939812682377
4.681641091115217,1608.7235167381878,1592.8640926006483,-0.3318019814174841
4.794922355029104,1616.5902610758785,1568.7759622833692,-0.9992129198062534
4.9082036189429905,1616.9559525060467,1596.9108776636422,-0.417100917464436
5.021484882856877,1667.4457710413262,1589.404939794913,-1.61886191448506
5.134766146770764,1670.3059045374393,1619.9753718217835,-1.0353920606293754
5.248047410684651,1696.41007700935,1692.7640204653144,-0.07363453098790292
5.361328674598538,1693.2162701671477,1764.882211290358,1.435005588829485
5.474609938512426,1647.6526293266797,1659.2194394681137,0.2383171124370082
5.587891202426313,1715.7643774859607,1711.8611645018682,-0.0787025165806766
5.7011724663402,1811.5947822798043,1801.246697936207,-0.2022794706013461
5.814453730254087,1800.1336923763156,1751.1938583217561,-0.9657422603130273
5.927734994167974,1773.6765942284837,1777.3437523869798,0.0721321153271745
6.041016258081861,1745.854808986187,1748.066451691091,0.04401822446006122
6.154297521995748,1789.9528842130676,1756.2295339535922,-0.6646997365344839
6.2675787859096355,1756.9087803084403,1796.381803167984,0.7792984552337241
6.380860049823522,1806.1601016148925,1797.0949783436954,-0.17753317628689524
6.494141313737409,1837.5881431526504,1820.2184526841156,-0.33904086096084973
6.607422577651296,1802.3404500428587,1904.629016415216,1.9698198436218683
6.720703841565183,1765.292009989731,1824.4059493308887,1.1589822601334254
6.83398510547907,1815.5472795693204,1742.884451303631,-1.438926535891289
6.947266369392957,1954.077407862991,1835.8876955658197,-2.2557137830680154
